Datetime,Open,High,Low,Close,Volume
2025-12-01 08:00:00-05:00,45.08000183105469,47.66999816894531,44.2599983215332,47.08000183105469,8697688
2025-12-01 12:00:00-05:00,47.09000015258789,48.84000015258789,46.93000030517578,48.47999954223633,5813203
2025-12-02 08:00:00-05:00,45.869998931884766,47.099998474121094,44.599998474121094,45.707000732421875,18375761
2025-12-02 12:00:00-05:00,45.70000076293945,45.77000045776367,40.83000183105469,41.11000061035156,33105975
2025-12-03 08:00:00-05:00,41.1349983215332,43.25,39.93000030517578,43.167999267578125,26550791
2025-12-03 12:00:00-05:00,43.15999984741211,44.36690139770508,42.77000045776367,43.94499969482422,12738178
2025-12-04 08:00:00-05:00,43.09000015258789,45.650001525878906,42.52000045776367,44.880001068115234,12727756
2025-12-04 12:00:00-05:00,44.880001068115234,46.83000183105469,44.279998779296875,46.439998626708984,11605392
2025-12-05 08:00:00-05:00,45.599998474121094,46.25,44.04999923706055,44.75,12598775
2025-12-05 12:00:00-05:00,44.7599983215332,45.75,44.54999923706055,44.70000076293945,7212463
2025-12-08 08:00:00-05:00,45.279998779296875,46.400001525878906,43.619998931884766,44.82500076293945,12654630
2025-12-08 12:00:00-05:00,44.810001373291016,46.560001373291016,44.54999923706055,46.33000183105469,7066958
2025-12-09 08:00:00-05:00,46.34000015258789,48.90999984741211,45.20000076293945,47.31999969482422,13933344
2025-12-09 12:00:00-05:00,47.31999969482422,47.959999084472656,46.34000015258789,46.81999969482422,7440061
2025-12-10 08:00:00-05:00,46.31999969482422,46.31999969482422,44.07040023803711,44.130001068115234,9639317
2025-12-10 12:00:00-05:00,44.11000061035156,46.369998931884766,43.849998474121094,43.88999938964844,9801203
2025-12-11 08:00:00-05:00,43.119998931884766,43.130001068115234,40.86000061035156,42.56999969482422,11860464
2025-12-11 12:00:00-05:00,42.58000183105469,44.03519821166992,42.375,43.94499969482422,5912543
2025-12-12 08:00:00-05:00,43.209999084472656,44.16999816894531,39.31999969482422,40.307498931884766,15143639
2025-12-12 12:00:00-05:00,40.29999923706055,42.43000030517578,39.97999954223633,40.13999938964844,8600505
2025-12-15 08:00:00-05:00,40.349998474121094,40.369998931884766,35.58000183105469,36.290000915527344,21768796
2025-12-15 12:00:00-05:00,36.2599983215332,36.900001525878906,35.36000061035156,35.47999954223633,9917543
2025-12-16 08:00:00-05:00,34.88999938964844,35.86000061035156,33.34000015258789,34.46500015258789,17791520
2025-12-16 12:00:00-05:00,34.45000076293945,36.75519943237305,34.130001068115234,36.57979965209961,12977371
2025-12-17 08:00:00-05:00,37.20500183105469,37.38999938964844,35.06999969482422,35.77000045776367,12040104
2025-12-17 12:00:00-05:00,35.779998779296875,35.939998626708984,33.611000061035156,33.7599983215332,8584677
2025-12-18 08:00:00-05:00,35.65999984741211,36.92499923706055,35.070098876953125,35.920101165771484,12688667
2025-12-18 12:00:00-05:00,35.91999816894531,36.540000915527344,35.4202995300293,35.78499984741211,6075923
2025-12-19 08:00:00-05:00,36.900001525878906,39.16999816894531,36.689998626708984,38.650001525878906,10600195
2025-12-19 12:00:00-05:00,38.63999938964844,40.36000061035156,38.529998779296875,39.95000076293945,8082735
2025-12-22 08:00:00-05:00,42.0620002746582,43.52000045776367,41.130001068115234,41.77000045776367,15520422
2025-12-22 12:00:00-05:00,41.77000045776367,42.099998474121094,41.0099983215332,42.040000915527344,6259143
2025-12-23 08:00:00-05:00,41.209999084472656,43.369998931884766,40.91999816894531,42.6349983215332,9995065
2025-12-23 12:00:00-05:00,42.63999938964844,42.959999084472656,41.170101165771484,42.06999969482422,5433212
2025-12-24 08:00:00-05:00,41.67499923706055,42.88999938964844,40.849998474121094,41.7400016784668,6444725
2025-12-26 08:00:00-05:00,41.89659881591797,42.63999938964844,39.529998779296875,41.47829818725586,8849653
2025-12-26 12:00:00-05:00,41.47999954223633,41.779998779296875,40.150001525878906,40.29999923706055,9810917
2025-12-29 08:00:00-05:00,39.301998138427734,42.290000915527344,39.06999969482422,40.02000045776367,9518852
2025-12-29 12:00:00-05:00,40.025001525878906,40.54999923706055,39.220001220703125,39.380001068115234,4660990
2025-12-30 08:00:00-05:00,39.209999084472656,39.900001525878906,38.119998931884766,39.13999938964844,7077646
2025-12-30 12:00:00-05:00,39.13999938964844,39.31990051269531,38.23500061035156,38.290000915527344,5111335
2025-12-31 08:00:00-05:00,38.589900970458984,39.029998779296875,37.560001373291016,38.11869812011719,8783391
2025-12-31 12:00:00-05:00,38.130001068115234,38.29800033569336,37.20000076293945,37.779998779296875,6235602
2026-01-02 08:00:00-05:00,39.16999816894531,42.119998931884766,38.06999969482422,41.93000030517578,11808931
2026-01-02 12:00:00-05:00,41.93000030517578,42.75,41.730098724365234,42.72999954223633,7003117
2026-01-05 08:00:00-05:00,44.40999984741211,47.635101318359375,44.16999816894531,46.970001220703125,19353077
2026-01-05 12:00:00-05:00,46.970001220703125,48.290000915527344,46.5099983215332,48.2400016784668,11627770
2026-01-06 08:00:00-05:00,47.231998443603516,47.900001525878906,44.099998474121094,44.36800003051758,13943312
2026-01-06 12:00:00-05:00,44.380001068115234,46.227298736572266,43.18000030517578,45.87739944458008,11937038
2026-01-07 08:00:00-05:00,45.529998779296875,46.6327018737793,44.11000061035156,45.51499938964844,9198529
2026-01-07 12:00:00-05:00,45.500099182128906,45.7599983215332,43.599998474121094,43.625,5672921
2026-01-08 08:00:00-05:00,43.2599983215332,47.57500076293945,42.54999923706055,46.77000045776367,14494147
2026-01-08 12:00:00-05:00,46.7849006652832,47.29999923706055,44.959999084472656,45.68000030517578,9238725
2026-01-09 08:00:00-05:00,46.25,50.099998474121094,45.720001220703125,48.92490005493164,20102806
2026-01-09 12:00:00-05:00,48.927799224853516,48.95669937133789,46.0099983215332,46.0099983215332,9093999
2026-01-12 08:00:00-05:00,46.724998474121094,50.85499954223633,45.849998474121094,49.709999084472656,22172875
2026-01-12 12:00:00-05:00,49.709999084472656,51.625,49.459999084472656,50.314998626708984,14033478
2026-01-13 08:00:00-05:00,50.71500015258789,51.84000015258789,49.81999969482422,51.059200286865234,17273551
2026-01-13 12:00:00-05:00,51.060001373291016,53.0,50.5,52.97999954223633,11299719
2026-01-14 08:00:00-05:00,52.470001220703125,53.6593017578125,50.81999969482422,52.9900016784668,17451511
2026-01-14 12:00:00-05:00,52.9900016784668,53.18000030517578,51.599998474121094,52.869998931884766,9356602
2026-01-15 08:00:00-05:00,53.150001525878906,53.654998779296875,50.75,53.52980041503906,12978424
2026-01-15 12:00:00-05:00,53.525001525878906,54.63999938964844,51.84000015258789,51.880001068115234,11595449
2026-01-16 08:00:00-05:00,52.380001068115234,57.959999084472656,52.08000183105469,57.04010009765625,21105176
2026-01-16 12:00:00-05:00,57.040000915527344,58.75,56.86000061035156,57.869998931884766,29195996
2026-01-20 08:00:00-05:00,54.88750076293945,57.649898529052734,53.33000183105469,56.44850158691406,19873664
2026-01-20 12:00:00-05:00,56.439998626708984,56.439998626708984,53.439998626708984,54.25,10064808
2026-01-21 08:00:00-05:00,55.95000076293945,57.189998626708984,49.29999923706055,49.3849983215332,26184568
2026-01-21 12:00:00-05:00,49.400001525878906,54.880001068115234,48.83000183105469,53.470001220703125,18331090
2026-01-22 08:00:00-05:00,55.03499984741211,56.68840026855469,52.2599983215332,52.314998626708984,13803823
2026-01-22 12:00:00-05:00,52.34000015258789,54.010101318359375,51.81999969482422,52.244998931884766,9618969
2026-01-23 08:00:00-05:00,52.32500076293945,58.16999816894531,50.11199951171875,58.15999984741211,22647373
2026-01-23 12:00:00-05:00,58.16999816894531,58.579898834228516,55.970001220703125,56.63999938964844,31048438
2026-01-26 08:00:00-05:00,56.138999938964844,57.04560089111328,53.02000045776367,53.5,15147684
